customer_id,age,gender,account_age_days,total_lifetime_orders,preferred_payment
CUST01375,55,Other,248,39,UPI
CUST00237,35,M,126,45,Cash on Delivery
CUST00899,40,Other,1197,48,UPI
CUST01301,19,F,485,46,UPI
CUST00428,30,M,88,36,Net Banking
CUST01641,44,Other,1784,12,Cash on Delivery
CUST01901,19,Other,862,16,Credit Card
CUST00693,58,F,1210,47,Debit Card
CUST00443,26,F,205,50,Cash on Delivery
CUST01398,26,F,986,2,Cash on Delivery
CUST01824,68,F,973,45,Debit Card
CUST00572,32,F,1730,30,Credit Card
CUST01004,41,F,594,32,Credit Card
CUST01889,62,F,450,16,UPI
CUST01098,70,Other,1366,31,Amazon Pay
CUST01345,21,Other,549,16,Debit Card
CUST01967,35,F,965,34,Net Banking
CUST00278,20,Other,1044,40,UPI
CUST00088,50,Other,1274,44,Cash on Delivery
CUST00962,42,M,699,26,Net Banking
CUST01416,36,F,360,37,Amazon Pay
